Código;Descripción;Unidad;Sub Grupo;Grupo
2907;GUANTE CAUCHO CAL 18 AMARILLO T/9 DURAMAX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3460;GUANTE CAUCHO CAL 18 AMARILLO T/9 ETERNA;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1854;GUANTE CAUCHO CAL 18 ROJO T/9-9 1/2 PROTEX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3338;GUANTE CAUCHO CAL 25 AMARILLO T/7-7 1/2 LATEXPORT ;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2507;GUANTE CAUCHO CAL 25 AMARILLO T/8-8 1/2 LATEXPORT;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3381;GUANTE CAUCHO CAL 25 AMARILLO T/9-9 1/2 LATEXPORT;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1911;GUANTE CAUCHO CAL 25 NEGRO T/7-7 1/2 LATEXPORT;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3446;GUANTE CAUCHO CAL 25 NEGRO T/8 GLOVALL;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2142;GUANTE CAUCHO CAL 25 NEGRO T/8-8 1/2 LATEXPORT;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2246;GUANTE CAUCHO CAL 25 NEGRO T/9 DURAMAX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3447;GUANTE CAUCHO CAL 25 NEGRO T/9 GLOVALL;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1546;GUANTE CAUCHO CAL 25 NEGRO T/9 PROTEX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3588;GUANTE CAUCHO CAL 25 NEGRO T/9-9 1/2 LATEXPORT;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2781;GUANTE CAUCHO CAL 25 ROJO T/10 LATEXPORT;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3780;GUANTE CAUCHO CAL 25 ROJO T/7-7 1/2 LATEXPORT;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2780;GUANTE CAUCHO CAL 25 ROJO T/8-8 1/2 LATEXPORT;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3781;GUANTE CAUCHO CAL 25 ROJO T/9-9 1/2 LATEXPORT;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2256;GUANTE CAUCHO CAL 35 NEGRO T/10 LATEXPORT;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1129;GUANTE CAUCHO CAL 35 NEGRO T/10 PROTEX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2251;GUANTE CAUCHO CAL 35 NEGRO T/8 DURAMAX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1928;GUANTE CAUCHO CAL 35 NEGRO T/8 PROTEX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3707;GUANTE CAUCHO CAL 35 NEGRO T/8 XL PROTEX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2252;GUANTE CAUCHO CAL 35 NEGRO T/9 1/2 L DURAMAX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1774;GUANTE CAUCHO CAL 35 NEGRO T/9 1/2 L PROTEX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2253;GUANTE CAUCHO CAL 35 NEGRO T/9 LATEXPORT;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1372;GUANTE CAUCHO CAL 35 NEGRO T/9 PROTEX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1527;GUANTE CAUCHO CAL 35 NEGRO T/9 XXL PROTEX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1547;GUANTE CAUCHO CAL 55 NEGRO T/9 PROTEX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2700;GUANTE CAUCHO CAL 65 NEGRO T/10 XL PROTEX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2148;GUANTE CAUCHO CAL 65 NEGRO T/9 XL PROTEX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2908;GUANTE CAUCHO NEGRO T/9;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1524;GUANTE CORTO CUERO REFORZADO TIPO INGENIERO;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1750;GUANTE CORTO CUERO SENCILLO TIPO INGENIERO;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3290;GUANTE CUT5 ANTICORTE T/9 STEELPRO;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1271;GUANTE DE ALGODON;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2235;GUANTE DE HILAZA CORTO;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3834;GUANTE DE HILAZA LATEX CORRUGADO COLD FLEX;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2175;GUANTE DE HILAZA PUNTOS PVC 2 CARA;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1770;GUANTE DE HILAZA RECUBIERTO EN LATEX AMARILLO;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2696;GUANTE DE HILAZA RECUBIERTO LATEX 33L1106 SOSEGA;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3194;"GUANTE DE NITRILO 13"" T/9 SHOWA";PAR;GUANTES;SEGURIDAD INDUSTRIAL
3402;"GUANTE DE NITRILO 18"" T/9 PROTEXION";PAR;GUANTES;SEGURIDAD INDUSTRIAL
3253;GUANTE DE NITRILO LARGO T/10 SHOWA;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2873;GUANTE DE NITRILO LARGO T/9 SHOWA;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3009;"GUANTE DE NITRILO T/10 13"" VERDE SOSEGA";PAR;GUANTES;SEGURIDAD INDUSTRIAL
3590;"GUANTE DE NITRILO T/10 18"" BOYUAN";PAR;GUANTES;SEGURIDAD INDUSTRIAL
2018;"GUANTE DE NITRILO T/10 18"" G80 JACKSON";PAR;GUANTES;SEGURIDAD INDUSTRIAL
3346;"GUANTE DE NITRILO T/10 18"" VERDE SOSEGA";PAR;GUANTES;SEGURIDAD INDUSTRIAL
3463;"GUANTE DE NITRILO T/7 13"" VERDE SOSEGA";PAR;GUANTES;SEGURIDAD INDUSTRIAL
3010;"GUANTE DE NITRILO T/8 13"" G80 JACKSON";PAR;GUANTES;SEGURIDAD INDUSTRIAL
3651;"GUANTE DE NITRILO T/8 13"" VERDE ZEUX";PAR;GUANTES;SEGURIDAD INDUSTRIAL
2698;"GUANTE DE NITRILO T/8 18"" G80 JACKSON";PAR;GUANTES;SEGURIDAD INDUSTRIAL
3724;"GUANTE DE NITRILO T/8 18"" VERDE SOSEGA";PAR;GUANTES;SEGURIDAD INDUSTRIAL
3725;"GUANTE DE NITRILO T/8 18"" VERDE SOSEGA";PAR;GUANTES;SEGURIDAD INDUSTRIAL
1452;GUANTE DE NITRILO T/8 VERDE ZUBIOLA;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1656;"GUANTE DE NITRILO T/9 13"" PROTEXION N1513";PAR;GUANTES;SEGURIDAD INDUSTRIAL
3344;"GUANTE DE NITRILO T/9 13"" VERDE SOSEGA";PAR;GUANTES;SEGURIDAD INDUSTRIAL
3589;"GUANTE DE NITRILO T/9 18"" BOYUAN";PAR;GUANTES;SEGURIDAD INDUSTRIAL
1591;"GUANTE DE NITRILO T/9 18"" G80 JACKSON";PAR;GUANTES;SEGURIDAD INDUSTRIAL
3345;"GUANTE DE NITRILO T/9 18"" VERDE SOSEGA";PAR;GUANTES;SEGURIDAD INDUSTRIAL
2260;GUANTE DE NITRILO T/9 VERDE ZUBIOLA;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3608;GUANTE DE NITRILO T/L AZUL KENNEDY CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2101;GUANTE DE NITRILO T/L AZUL LATEXPORT CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2102;GUANTE DE NITRILO T/L AZUL MV CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3279;GUANTE DE NITRILO T/L AZUL NIPRO CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2124;GUANTE DE NITRILO T/L AZUL PROTEXION CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2286;GUANTE DE NITRILO T/L AZUL SEMPERCARE CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2225;GUANTE DE NITRILO T/L AZUL TOUCH CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2675;GUANTE DE NITRILO T/L AZUL VITAL MEDIC CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1523;GUANTE DE NITRILO T/L NEGRO CLAY CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3335;GUANTE DE NITRILO T/L NEGRO PROTEXION CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3609;GUANTE DE NITRILO T/M AZUL KENNEDY CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2100;GUANTE DE NITRILO T/M AZUL LATEXPORT CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1522;GUANTE DE NITRILO T/M AZUL MV CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2387;GUANTE DE NITRILO T/M AZUL NIPRO CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1294;GUANTE DE NITRILO T/M AZUL PROTEXION CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3606;GUANTE DE NITRILO T/M AZUL SEMPERCARE CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3278;GUANTE DE NITRILO T/M AZUL TOUCH CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3334;GUANTE DE NITRILO T/M NEGRO CLAY CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3223;GUANTE DE NITRILO T/M NEGRO VITAL MEDIC CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3610;GUANTE DE NITRILO T/S AZUL KENNEDY CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3682;GUANTE DE NITRILO T/S AZUL LATEXPORT CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2217;GUANTE DE NITRILO T/S AZUL MV CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1521;GUANTE DE NITRILO T/S AZUL NIPRO CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1586;GUANTE DE NITRILO T/S AZUL PROTEXION CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2392;GUANTE DE NITRILO T/S AZUL SEMPERCARE CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3806;GUANTE DE NITRILO T/S NEGRO CLAY CJ X 100 UN;UNIDAD;GUANTES;SEGURIDAD INDUSTRIAL
3333;GUANTE DE NITRILO T/S NEGRO PROTEXION CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1296;GUANTE DE NITRILO T/XL AZUL NIPRO CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1118;GUANTE DE VINILO TRANSPARENTE T/L BIOFIT CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3564;GUANTE DE VINILO TRANSPARENTE T/L PRECISION CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1289;GUANTE DE VINILO TRANSPARENTE T/L PROTEXION CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1884;GUANTE DE VINILO TRANSPARENTE T/L SEMPERCARE CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1593;GUANTE DE VINILO TRANSPARENTE T/L VITAL MEDIC CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3565;GUANTE DE VINILO TRANSPARENTE T/M PRECISION CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1919;GUANTE DE VINILO TRANSPARENTE T/M PROTEXION CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1592;GUANTE DE VINILO TRANSPARENTE T/M SEMPERCARE CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3784;GUANTE DE VINILO TRANSPARENTE T/M VITAL MEDIC CAJA X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2144;GUANTE DE VITRILO T/L AZUL VITAL MEDIC CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1897;GUANTE DE VITRILO T/M AZUL VITAL MEDIC CJ X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3111;GUANTE DESECHABLE DE PALPAR CAJA X 100 UN;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
3084;GUANTE DESECHABLE DE PALPAR PAQ X 50 UN;PAQUETE;GUANTES;SEGURIDAD INDUSTRIAL
1114;GUANTE DESECHABLE T/L CAJA X 100 EXAMTEX;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1115;GUANTE DESECHABLE T/L CAJA X 100 HIGH MAX;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2180;GUANTE DESECHABLE T/L CAJA X 100 PRECISION;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1299;GUANTE DESECHABLE T/L CAJA X 100 SEMPERMED;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1116;GUANTE DESECHABLE T/M CAJA X 100 EXAMTEX;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1295;GUANTE DESECHABLE T/M CAJA X 100 NIPRO;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2123;GUANTE DESECHABLE T/M CAJA X 100 SEMPERMED;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2179;GUANTE DESECHABLE T/M CAJA X 100 VITAL MEDIC;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1297;GUANTE DESECHABLE T/S CAJA X 100 CLAY;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1119;GUANTE DESECHABLE T/S CAJA X 100 EXAMTEX;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1113;GUANTE DESECHABLE T/S CAJA X 100 NIPRO;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2178;GUANTE DESECHABLE T/S CAJA X 100 VITAL MEDIC;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1298;GUANTE DESECHABLE T/XS CAJA X 100 EXAMTEX;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1117;GUANTE DESECHABLE T/XS CAJA X 100 NIPRO;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2177;GUANTE DESECHABLE T/XS CAJA X 100 VITAL MEDIC;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
2227;GUANTE EN DRIL REFORZADO EN CUERO;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3615;GUANTE ESTERIL N° 8.0 NEWMEK CON POLVO;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1121;GUANTE ESTERIL Nº 6.5 MEDISPO;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1127;GUANTE ESTERIL Nº 6.5 SUPREME;UNIDAD;GUANTES;SEGURIDAD INDUSTRIAL
1122;GUANTE ESTERIL Nº 7.0 MEDISPO;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1120;GUANTE ESTERIL Nº 7.0 NIPRO;UNIDAD;GUANTES;SEGURIDAD INDUSTRIAL
1125;GUANTE ESTERIL Nº 7.5 ALFASAFE CAJA X 50 PARES;CAJA;GUANTES;SEGURIDAD INDUSTRIAL
1381;GUANTE ESTERIL Nº 7.5 MEDISPO;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1124;GUANTE ESTERIL Nº 7.5 NEWMEK CON POLVO;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1389;GUANTE ESTERIL Nº 8.0 MEDISPO;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1775;GUANTE G40 POLIURETANO T/8 KIMBERLY;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2161;GUANTE G40 POLIURETANO T/9 KIMBERLY;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1130;GUANTE HYCRON ANSELL EDMON REF: 27-602;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1914;GUANTE HYCRON ANSELL EDMON REF: 27-805;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1453;GUANTE HYFLEX POLIURETANO ANSELL REF: 11627;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1751;GUANTE LARGO CUERO REFORZADO TIPO INGENIERO;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1851;GUANTE LARGO CUERO SENCILLO TIPO INGENIERO;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2112;GUANTE M30 NYLON Y POLIURETANO T/8 WORKSEG;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1128;GUANTE M30 NYLON Y POLIURETANO T/9 WORKSEG;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2699;GUANTE M35 NYLON NITRILO ESPUMADO T/8 WORKSEG;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2430;GUANTE M35 NYLON Y NITRILO ESPUMADO T/9 WORKSEG;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3251;GUANTE M37 ANTICORTE T/10 WORKSEG;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3250;GUANTE M37 ANTICORTE T/7 WORKSEG;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3488;GUANTE M37 ANTICORTE T/8 WORKSEG;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1979;GUANTE M37 ANTICORTE T/9 WORKSEG;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2710;"GUANTE M90 NEGRO SOLDADOR 14"" WORKSEG";PAR;GUANTES;SEGURIDAD INDUSTRIAL
3833;GUANTE NYLON Y POLIURETANO T/9 PU-FLEX TITANIUM;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1319;GUANTE P.V.C. PUÑO ELASTICO  PARA CUARTOS FRIOS ZUBIOLA;PAR;GUANTES;SEGURIDAD INDUSTRIAL
3076;GUANTE PARA ALTA TEMPERATURA SOSEGA REF A-3006G;PAR;GUANTES;SEGURIDAD INDUSTRIAL
1694;GUANTE PLASTICO TRANSPARENTE PQ X 100 UN;PAQUETE;GUANTES;SEGURIDAD INDUSTRIAL
3464;GUANTE POLITEC NEGRO Y2100 SOSEGA;PAR;GUANTES;SEGURIDAD INDUSTRIAL
2891;GUANTE SOLDADOR CARNAZA NARANJA;PAR;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3418;"GUANTE SOLVEX EN NITRILO ANSELL 37185 18"" T/10";PAR;GUANTES;SEGURIDAD INDUSTRIAL
3262;"GUANTE SOLVEX EN NITRILO ANSELL 37185 18"" T/9";PAR;GUANTES;SEGURIDAD INDUSTRIAL
2492;INMOVILIZADOR CARTONPLAST X 4 UN ;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2357;INMOVILIZADOR DE CABEZA EN ESPUMA PARA CAMILLA;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3424;INMOVILIZADOR DE CUELLO ;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
1328;KIT PARA CONTROL DE DERRAMES 5 GALONES;PAQUETE;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3411;LINEA DE VIDA 13 MM X 15 MT;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3038;LINTERNA DE MANO CON BATERIAS;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3149;LUBRICANTE CRC 5-56 X 400 CC;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
2113;MANGA EN KEVLAR ANSELL 70118;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
1837;MANGAS CON RESORTE PAR;PAR;DOTACIONES;SEGURIDAD INDUSTRIAL
3128;MANUAL DE PRIMEROS AUXILIOS;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2347;MARQUILLAS EN SCREEN Y BORDADAS TODAS;UNIDAD;DOTACIONES;SEGURIDAD INDUSTRIAL
2173;MASCARILLA 9010 3M;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
1606;MASCARILLA ANTIPOLVO 11905301 ZUBIOLA;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2585;MASCARILLA CON VALVULA DE CARBON SOSEGA N-95;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2315;MASCARILLA CON VALVULA DE CARBON STEELPRO REF F720CV;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
1576;MASCARILLA CON VALVULA JMM-N95;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2589;MASCARILLA N-95 MATERIAL PARTICULADO 8210V 3M;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2434;MASCARILLA N-95 NIOSH;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2308;MASCARILLA N-95 REF 1860 3M;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3714;MASCARILLA N-95 REF 8511 3M;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3298;MONOGAFA TRANSPARENTE ANTIEMPAÑANTE SOSEGA;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3505;MONOGAFAS PROTECTORAS 3M REF 334;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2087;MOSQUETON CIERRE AUTOMATICO N-252G YOKE;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3433;MOSQUETON DE 50 KN YOKE N-268G LINK TECH;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3260;NASA PLASTICA MEDIANA 28 CM X 30 CM S/CABO;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
3577;OVEROL AMARILLO A70 T/L;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3578;OVEROL AMARILLO A70 T/M;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3640;OVEROL ANTIFLUIDO APOLO BLANCO T/L;UNIDAD;DOTACIONES;SEGURIDAD INDUSTRIAL
3637;OVEROL ANTIFLUIDO APOLO BLANCO T/M;UNIDAD;DOTACIONES;SEGURIDAD INDUSTRIAL
1833;OVEROL BLANCO A40 TALLA L KIM BERLY;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2107;OVEROL BLANCO A40 TALLA M KIMBERLY;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3271;OVEROL DESECHABLE TIPO TIVEK;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
1749;OVEROL EN INDIGO TODAS LAS TALLAS;UNIDAD;DOTACIONES;SEGURIDAD INDUSTRIAL
3471;OVILLO SINTETICO X 375 MT REF 6000 COLORES VARIOS ;ROLLO;FERRETERIA;SEGURIDAD INDUSTRIAL
3534;PALA ANTICHISPA;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
3757;PALA HERRAGRO CARBONERA;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
3756;PALA HERRAGRO CUADRADA N° 4;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
3755;PALA HERRAGRO REDONDA N° 4;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
1855;PALA HIERRO FORJADO Nº 2;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
3108;PANTALON ANTIFLUIDOS BLANCO CON CORDON;UNIDAD;DOTACIONES;SEGURIDAD INDUSTRIAL
1807;PANTALON EN JEAN AZUL;UNIDAD;DOTACIONES;SEGURIDAD INDUSTRIAL
3177;PAPEL LIJA AGUA N° 220;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
2815;PAPEL LIJA AGUA Nº 240;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
3304;PEGANTE SINTESOLDA 10 MINUTOS;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
3133;PEGANTE SUPERBONDER X 5 GR;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
3246;PIJAMA DE CIERRE ANTIFLUIDOS T/M;UNIDAD;DOTACIONES;SEGURIDAD INDUSTRIAL
3245;PIJAMA DE CIERRE ANTIFLUIDOS T/S;UNIDAD;DOTACIONES;SEGURIDAD INDUSTRIAL
3132;PILA AA RECARGABLE;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
1485;PILA ALKALINA AA TODAS;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
3711;PILA LITHIUM 3V CR 2032;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
3178;PINTURA ACEITE PINTULUX X GALON;GALON;FERRETERIA;SEGURIDAD INDUSTRIAL
3336;PISTOLA PARA MANGUERA  TRUPPER;UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
3130;PITO O SILBATO GRANDE;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3136;POLICLORURO DE ALUMINIO X 20 KG;CANECA;FERRETERIA;SEGURIDAD INDUSTRIAL
1950;PREFILTRO PARA CARTUCHO REF 5N11 3M;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
1910;PROTECTOR AUDITIVO 1100 3M;PAR;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2564;PROTECTOR AUDITIVO EN SILICONA;PAR;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3113;PROTECTOR AUDITIVO ESTUCHE 1201 3M;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2356;PROTECTOR AUDITIVO H10 ESPUMA DESECHABLE;PAR;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2114;PROTECTOR AUDITIVO TIPO COPA ENSAMBLE STEELPRO;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
1779;PROTECTOR AUDITIVO TIPO COPA REF 908010A ARSEG;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3332;PROTECTOR AUDITIVO TIPO COPA REF E-3001 ECO;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2207;PROTECTOR AUDITIVO TIPO COPA REF H10A  3M;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2169;PROTECTOR AUDITIVO TIPO COPA REF H9A NRR 25 DB 3M;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2420;PROTECTOR AUDITIVO TIPO COPA SOSEGA ENSAMBLE;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
