Código;Descripción;Unidad;Sub Grupo;Grupo
1158;JERINGA 3 ML 3P C/A 23 X 1 MEDISPO;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
1157;JERINGA 5 ML 3P C/A 21 X 1.5 MEDISPO;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
1010;JERINGA 5 ML 3P C/A 21 X 1.5 NIPRO;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
1142;JERINGA 5 ML 3P C/A 21 X 1.5 RYMCO;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
2288;JERINGA 50 ML 3P C/A 21 X 1.5 MEDISPO;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
1145;JERINGA 50 ML 3P C/A 21 X 1.5 PRECISION;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
1577;JERINGA 50 ML 3P S/A NIPRO;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
1139;JERINGA 50 ML 3P S/A RYMCO;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
2232;JERINGA 60 ML 3P LUER LOCK B.D.;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
1561;JERINGA 60 ML 3P PUNTA CATETER B.D.;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
2270;JERINGA 60 ML 3P PUNTA CATETER NUBENCO;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
1697;JERINGA GASES ADULTO Y PEDIATRICA B.D.;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
1604;J-PRATT SILICONE RESERVOIRS 100 CC;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
3766;KENACORT 10 MG;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
2285;KETOPROFENO 100 MG X 2 ML AMP;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
1159;KIT CONEXION Y DESCONEXION CATETER;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1390;KIT ELEMENTOS DE BIOSEGURIDAD;PAQUETE;DESECHABLES;MEDICOQUIRURGICOS
2284;KIT ESTETICA EN SMS TOP TANGA ESTRAPLERA;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2563;KIT GASTROSTOMIA 12 FR 1.2 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2132;KIT GASTROSTOMIA Nº 18 KENDALL REF 718200;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2531;KIT GASTROSTOMIA QUIRURGICA 12 FR 1.5 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2407;KIT GASTROSTOMIA QUIRURGICA 14 FR 1.0 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2398;KIT GASTROSTOMIA QUIRURGICA 14 FR 1.2 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2184;KIT GASTROSTOMIA QUIRURGICA 14 FR 1.5 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1342;KIT GASTROSTOMIA QUIRURGICA 14 FR 1.7 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2519;KIT GASTROSTOMIA QUIRURGICA 14 FR 2.0 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2189;KIT GASTROSTOMIA QUIRURGICA 14 FR 2.5 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2230;KIT GASTROSTOMIA QUIRURGICA 16 FR 1.5 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2539;KIT GASTROSTOMIA QUIRURGICA 16 FR 1.7 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2521;KIT GASTROSTOMIA QUIRURGICA 16 FR 2.5 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2422;KIT GASTROSTOMIA QUIRURGICA 18 FR 1.5 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2520;KIT GASTROSTOMIA QUIRURGICA 20 FR 1.0 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2231;KIT GASTROSTOMIA QUIRURGICA 20 FR 1.5 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2234;KIT GASTROSTOMIA QUIRURGICA 20 FR 1.7 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2193;KIT GASTROSTOMIA QUIRURGICA 20 FR 2.5 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2537;KIT GASTROSTOMIA QUIRURGICA 20 FR 3.0 CM MICKEY KIMBERLY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
3419;"KIT OZONIZADOR CARCASA 10"" FILTRO CARBON ACTIVADO";KIT;EQUIPOS;MEDICOQUIRURGICOS
1272;KIT VENTURY ADULTO 6 DISYUNTORES;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1273;KIT VENTURY PEDIATRICO 6 DISYUNTORES;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1135;LACTATO DE RINGER HARTMAN X 250 ML;UNIDAD;SOLUCIONES;MEDICOQUIRURGICOS
2974;LAGRIMAS ARTIFICIALES SOLUCION OFTALMICA;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
2892;LAMINA CUBRE OBJETOS 22 X 22 MM CAJA X 100 UN KNITELL;CAJA;LABORATORIO;MEDICOQUIRURGICOS
3353;LAMINA CUBRE OBJETOS 24 X 60 MM CAJA X 100 UN;CAJA;LABORATORIO;MEDICOQUIRURGICOS
1698;LAMINA PORTA OBJETOS 3 X 1 CJ X 50 UN;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
3352;LAMINA PORTA OBJETOS ESMERILADA CAJA X 50 UN REF 7105;CAJA;LABORATORIO;MEDICOQUIRURGICOS
3351;LAMINA PORTA OBJETOS SIN ESMERILAR CAJA X 50 UN REF 7102;CAJA;LABORATORIO;MEDICOQUIRURGICOS
1743;LAMPARA CIELITICA PARA CX MOD TRILITE LED;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1721;LAMPARA DE FOTOCURADO;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1420;LANCETAS CLASSIC ULTILET CJ X 100;CAJA;JERINGAS;MEDICOQUIRURGICOS
1284;LANCETAS GLUCOQUICK X 50 UN;CAJA;JERINGAS;MEDICOQUIRURGICOS
1515;LANCETAS ULTRAFINE B.D. REF: 325773 CJ X 100 UN;CAJA;JERINGAS;MEDICOQUIRURGICOS
1161;LAPIZ ELECTROBISTURI DESECHABLE VALLEYLAB;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1327;LAPIZ ELECTROBISTURI LIFE CARE;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1162;"LEUKOPLAST SEDA TACO 2""";UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1166;"LEUKOPOR BLANCO 1"" X 10 YDS TACO B.S.N. ";UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1165;LEUKOPOR BLANCO 1/2 X 10 YDS TACO B.S.N.;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1163;LEUKOPOR PIEL 1 X 5 YDS PZA;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1164;LEUKOPOR PIEL 1 X 5 YDS TARJETA;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1167;"LEUKOPOR PIEL 1"" X 10 YDS B.S.N. TACO X 12 UN";UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1262;LIGACLIP EXTRACLIPS TITANIO LT/300 X 6 CLIPS;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2636;LINEA CO2 EDAN ROSCA RESPIRONIC;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1168;LINER FLEX 1500 CC TAPA AZUL;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2019;LINER SEMI RIGIDO X 1000 CC;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2497;LINIMENTO DEPORTIVO SPRAY X 120 ML;FRASCO;MEDICAMENTOS;MEDICOQUIRURGICOS
1764;LINTERNA DE MANO METALICA;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2279;LINTERNA PARA BOTIQUIN LUZ LED;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2536;LLAVE DE 3 VIAS BIOPLAST;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1511;LLAVE DE 3 VIAS LIFE CARE;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2487;LLAVE TRES VIAS;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1680;MACERADOR CON PISTILO DE 7 CMS EN CERAMICA;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2370;MANGAS DE CARNAZA PARA SOLDADOR;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2893;MANGO BISTURI Nº 4 SUPERDENT;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2022;MANGUERA CORRUGADA CJ X 30 MTS;CAJA;EQUIPOS;MEDICOQUIRURGICOS
1585;MANITOL 20% X 500 ML CORPAUL;UNIDAD;SOLUCIONES;MEDICOQUIRURGICOS
3458;"MANTA TERMICA PARA EMERGENCIA 64"" X 84""";UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1757;MAQUINA DE AFEITAR DESECHABLE;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1639;MARTILLO DE REFLEJOS CROMADO;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1801;MASAJEADOR ELECTRICO;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1123;MASCARA AMBU ADULTO RESUCITACION HUDSON REF:1281;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1464;MASCARA AMBU NEONATAL RESUCITADOR GOLDEN CARE;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1170;MASCARA DE OXIGENO ADULTO REF:1201;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1171;MASCARA DE OXIGENO PEDIATRICA MEDEX;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1805;MASCARA LARINGEA DESECHABLE Nº 1 PEDIATRICA;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1486;MASCARA LARINGEA DESECHABLE Nº 4 ADULTO;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1169;MASCARA NO REINHALACION ADULTO GLOBAL;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1488;MASCARA RESCATE RCP;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1663;MASCARA TRAQUEOSTOMIA ADULTO CARDINAL AIR LIFE;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1525;MASCARA TRAQUEOSTOMIA ADULTO HUDSON 1075;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1574;MASCARA TRAQUEOSTOMIA PEDIATRICA LMI;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2295;MASCARILLA N95 NITTA;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1941;MESA ELECTRICA PARA CIRUGIA ACCESORIOS P/PARTOS;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1935;MESA PARA CIRUGIA C/ACCESORIOS BASICOS;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1846;MESA PLEGABLE DE 1.20 MT;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
3504;METOCLOPRAMIDA 10 MG/2 ML AMPOLLA;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
1722;MICROMOTOR;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1175;MICRONEBULIZADOR ADULTO BIOLIFE;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1176;MICRONEBULIZADOR PEDIATRICO BIOLIFE;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1575;MICRONEBULIZADOR PEDIATRICO MASCARA PLUS VITAL KIT;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1307;"MICROPORE BLANCO 1"" X 10 YDS 3M CJ X 12 UN";CAJA;ESPARADRAPOS;MEDICOQUIRURGICOS
1670;"MICROPORE BLANCO 1"" X 10 YDS CJ X 12 UN GLOBAL";CAJA;ESPARADRAPOS;MEDICOQUIRURGICOS
1490;"MICROPORE BLANCO 1/2"" X 10 YDS CJ X 24 UN GLOBAL";CAJA;ESPARADRAPOS;MEDICOQUIRURGICOS
3522;"MICROPORE BLANCO 1/2"" X 10 YDS PROLATEX ROLLO";ROLLO;ESPARADRAPOS;MEDICOQUIRURGICOS
1902;"MICROPORE BLANCO 2"" X 10 YD CUREBAND";ROLLO;ESPARADRAPOS;MEDICOQUIRURGICOS
1177;"MICROPORE BLANCO 2"" X 10 YDS 3M CJ X 6 UN ";CAJA;ESPARADRAPOS;MEDICOQUIRURGICOS
1507;"MICROPORE BLANCO 2"" X 10 YDS GLOBAL CJ X 6";CAJA;ESPARADRAPOS;MEDICOQUIRURGICOS
1093;"MICROPORE PIEL 1"" X 10 YD CUREBAND ROLLO";ROLLO;ESPARADRAPOS;MEDICOQUIRURGICOS
1483;"MICROPORE PIEL 1"" X 10 YDS 3M CJ X 12 UN";CAJA;ESPARADRAPOS;MEDICOQUIRURGICOS
1491;"MICROPORE PIEL 1"" X 10 YDS CUREBAND CJ X 12 UN";CAJA;ESPARADRAPOS;MEDICOQUIRURGICOS
1306;"MICROPORE PIEL 1/2"" X 10 YD CUREBAND ROLLO";ROLLO;ESPARADRAPOS;MEDICOQUIRURGICOS
2395;"MICROPORE PIEL 1/2"" X 10 YDS CJ X 24 UN CUREBAND";CAJA;ESPARADRAPOS;MEDICOQUIRURGICOS
1669;"MICROPORE PIEL 1/2"" X 10 YDS CJ X 24 UN GLOBAL";CAJA;ESPARADRAPOS;MEDICOQUIRURGICOS
1671;"MICROPORE PIEL 2"" X 10 YDS CJ X 6 UN GLOBAL";CAJA;ESPARADRAPOS;MEDICOQUIRURGICOS
1314;"MICROPORE PIEL 2"" X 10 YDS ROLLO";UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
2485;MONITOR DE PRESION ARTERIAL AUTOMATICO HEM-7130 MPA;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1728;MONITOR FETAL;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1809;MONITOR MULTIPARAMETROS TRIO INVASIVO;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1528;MONOCRYL 4/0 PS2 45 CM REF: MCP496G;UNIDAD;SUTURAS;MEDICOQUIRURGICOS
2809;MOUSE INALAMBRICO GENIUS KB-8000X;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2827;MOUSE OPTICO USB;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2956;MOUSE OPTICO USB KAMYL;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1357;MULETA CANADIENSE REF: BMC1010102;PAR;EQUIPOS;MEDICOQUIRURGICOS
2244;MYDRIACYL SOLUCION OFTALMICA 1% TROPICAMIDA X 15 ML;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
1746;NEBULIZADOR PORTATIL THOMAS 1121;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1178;NEBULIZADOR TIPO JET CON VENTURY;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1727;NEGATOSCOPIO METALICO DE 1 CUERPO;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
3847;NEUROBION TIAMINA + PIROXIDINA X 30 TABLETAS;CAJA;MEDICAMENTOS;MEDICOQUIRURGICOS
1808;NEUTRODERM SPRAY X 500 CC AQUILABS;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
1583;NEVERA PORTATIL PARA MEDICAMENTOS;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2056;NIPLE PLASTICO CON TUERCA REF: 2555;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1564;NUTREN JUNIOR X 400 GR;UNIDAD;SOLUCIONES;MEDICOQUIRURGICOS
1689;OMNIFIX ELASTIC 15 CM X 10 MT;ROLLO;ESPARADRAPOS;MEDICOQUIRURGICOS
1308;OPTICLUDE ADULTO 3M CAJA X 20;CAJA;DESECHABLES;MEDICOQUIRURGICOS
2561;ORGANIZADOR MODULAR PLASTICO;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1291;ORINAL PARA CABALLERO;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1712;OSMOLITE HN PLUS LATA X 8 ONZ;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
3871;OXIMETAZOLINA 0.05% SOLUC NASAL 15 ML;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
2768;OXIMETRO ADULTO OXY WATCH;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
3774;OXIMETRO GMD ADULTO REF 500E;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1930;"OZONIZADOR PLANTA PURIFICADORA EN ACERO INOX 10""";UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1745;PALETA PARE-SIGA;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1836;PANTALON DESECHABLE BLANCO O AZUL EN SMS;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1482;PAÑAL TENA MUJER MINI;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1404;PAÑAL TENA SLIP TALLA L;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1403;PAÑAL TENA SLIP TALLA M;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1179;PAÑIN PLUS CLORHEXIDINA 2% ISOPROPILICO 70%;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1180;PAÑIN TOALLA ANTISEPTICA CJ X 300 UN PROASEPSIS;CAJA;DESECHABLES;MEDICOQUIRURGICOS
2855;PAPEL CREPADO 50 CM X 100 MT;ROLLO;DESECHABLES;MEDICOQUIRURGICOS
1326;PAPEL DESFIBRILADOR 90 MM X 90 MM X 200;PAQUETE;DESECHABLES;MEDICOQUIRURGICOS
3348;PAPEL FILTRO CUALITATIVO DIA 12.5 CM CAJA X 100 UN BOECO;CAJA;LABORATORIO;MEDICOQUIRURGICOS
2505;PAPEL INDICADOR PH 1-14 UNIVERSAL;ROLLO;DESECHABLES;MEDICOQUIRURGICOS
1992;PAPEL P/MONITOR GENERAL MEDITECH 112 MM X 100 MM X 200 HJ;PAQUETE;DESECHABLES;MEDICOQUIRURGICOS
1996;PAPEL P/MONITOR SONICAID112 MM X 100MM ;PAQUETE;DESECHABLES;MEDICOQUIRURGICOS
2307;PAPEL PARA DESFIBRILADOR MINDRAY 50 X 20;ROLLO;DESECHABLES;MEDICOQUIRURGICOS
1340;PAPEL PARA EKG 50 MM X 20 MT;ROLLO;DESECHABLES;MEDICOQUIRURGICOS
1183;PAPEL PARA EKG 50 MM X 30 MT;ROLLO;DESECHABLES;MEDICOQUIRURGICOS
3655;PAPEL PARA EKG 80 MM X 20 MT;ROLLO;DESECHABLES;MEDICOQUIRURGICOS
1471;PAPEL PARA EKG EDAN SE-12 X RESMA;TACO;DESECHABLES;MEDICOQUIRURGICOS
1057;PAPEL PARA EKG EDAN SE-12 X ROLLO;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2302;PAPEL PARA EKG EDAN SE-6 X RESMA;PAQUETE;DESECHABLES;MEDICOQUIRURGICOS
2693;PAPEL PARA EKG EDAN SE-601 X RESMA;RESMA;DESECHABLES;MEDICOQUIRURGICOS
3152;PAPEL SONY UPP-110S ESTANDAR ROLLO X 110 MM X 20 MT;ROLLO;DESECHABLES;MEDICOQUIRURGICOS
2806;PAQUETE DE 7 RCP PROMPT NASCO LF06700U;KIT;EQUIPOS;MEDICOQUIRURGICOS
3849;PARTIDOR DE PASTILLAS;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2358;PASAMANOS DISCAPACITADOS EN ACERO INOXIDABLE;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2174;PASTA CONDUCTORA TEN-20 8 ONZ;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1842;PASTA STOMAHESIVE TUBO CONVATEC;UNIDAD;SOLUCIONES;MEDICOQUIRURGICOS
1375;PATO COPROLOGICO PLASTICO;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1410;PATO ORINAL BOTELLA PLASTICO;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2900;PEDIALYTE SABORES X 500 ML;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
1590;PELICULA STRETCH 30 CMS CAL 6;ROLLO;DESECHABLES;MEDICOQUIRURGICOS
1312;PELICULA STRETCH 50 CMS;ROLLO;DESECHABLES;MEDICOQUIRURGICOS
3870;PENICILINA G BENZATINICA VIAL 2.4 U.I.;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
1187;PERA PARA TENSIOMETRO LORD;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
3387;PERICRANEAL N° 19 NUBENCO;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
3388;PERICRANEAL N° 21 NUBENCO;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
3614;PERICRANEAL N° 25 NIPRO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1351;PERICRANEAL Nº 21 MEDEX;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
1309;PERICRANEAL Nº 21G NIPRO;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
1184;PERICRANEAL Nº 22 NIPRO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1311;PERICRANEAL Nº 22 VYGON;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
1310;PERICRANEAL Nº 23G NIPRO;UNIDAD;JERINGAS;MEDICOQUIRURGICOS
1731;PIEZA DE ALTA;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1732;PIEZA DE BAJA;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1419;PILA 9 VOLTIOS TODAS;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1407;PILA ALKALINA AAA TODAS;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2992;PILA MEDIANA TIPO C;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2199;PILA MEDIANA TIPO D TODAS;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2779;PINZA FOESTER PORTA ESPONJA;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
3822;PINZA KELLY CURVA 14.5 CM HEMOSTATICA;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
3823;PINZA KELLY RECTA 14.5 CM HEMOSTATICA;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
3115;PINZA MOSQUITO CURVA 12.5 CM;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2281;PINZA MOSQUITO RECTA 12.5 CM;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1608;PINZA SCHOROEDER RECTA 25 MM;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1765;PITILLO PLASTICO PAQ X 80 UN;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1185;PLACA DE RETORNO CON CABLE;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
3451;PLANTA ACERO PARA OZONIZADOR ESTANDAR;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2730;PLATAFORMA PARA QUIROFANO INOX 45 CM X 45 CM X 20 CM;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2200;PLATO ICOPOR Nº 20 PAQ X 20 UN;PAQUETE;DESECHABLES;MEDICOQUIRURGICOS
1752;POLAINA EN CARNAZA;PAR;DESECHABLES;MEDICOQUIRURGICOS
1186;POLAINAS SENCILLA RESORTADA PAR;CAJA;DESECHABLES;MEDICOQUIRURGICOS
2051;POLVO STOMAHESIVE 28 GR CONVATEC;UNIDAD;SOLUCIONES;MEDICOQUIRURGICOS
2582;PORTAVASOS DESECHABLES PQ X 10 UND;PAQUETE;DESECHABLES;MEDICOQUIRURGICOS
1923;PREPODYNE SCRUB GALON X 3.5 LT ELECTROWEST;GALON;LIQUIDOS;MEDICOQUIRURGICOS
2155;PREPODYNE SCRUB X 850 ML ELECTROWEST;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
1778;PRESERVATIVOS EN LATEX;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2143;PRESERVATIVOS EN LATEX TODAS LAS MARCAS;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1188;PROLENE 3/0  SC-24 45 CM 8184T;UNIDAD;SUTURAS;MEDICOQUIRURGICOS
1189;PROLENE 4-0 45 CM C/A PS2;UNIDAD;SUTURAS;MEDICOQUIRURGICOS
1497;PROLENE 5.0 SC 16 45 CM 8114T J & J;UNIDAD;SUTURAS;MEDICOQUIRURGICOS
3293;PROTECTOR CABLE EN ESPIRAL;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2197;PROTECTOR DE COLCHON ENRESORTADO 1 MT X 1.90 50 GR;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2198;PROTECTOR ENRESORTADO 1.20 MT X 1.90 50 GR;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1438;PRUEBA DE EMBARAZO H.C.G. PREGNANCY ;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1703;PULMOCARE LATA X 8 ONZ;UNIDAD;SOLUCIONES;MEDICOQUIRURGICOS
3817;PUNCH BIOPSIA 3 MM PARAMOUNT;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
3699;PUNCH BIOPSIA DERMATOLOGICA 2 MM KAI MEDICAL;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1571;PUNCH BIOPSIA DERMATOLOGICA 3 MM KAI MEDICAL;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
3700;PUNCH BIOPSIA DERMATOLOGICA 4 MM KAI MEDICAL;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
3764;PUNCH BIOPSIA DERMATOLOGICA N° 2 DESECHABLE;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
3872;PUNTA CAUTERIO H103 DESECHABLES;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1191;QUIRUCIDAL GALON X 3750 CC ;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
1190;QUIRUCIDAL JABON FRASCO X 120 CC ;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
1402;QUIRUCIDAL JABON X 1000 CC QUIRUMEDICAS;BOTELLA;LIQUIDOS;MEDICOQUIRURGICOS
1672;QUIRUCIDAL JABON X 500 ML ;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
1192;QUIRUGER PLUS GALON X 3.750 CC ;GALON;LIQUIDOS;MEDICOQUIRURGICOS
1305;QUIRUGER X 1000 CC;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
1518;RECIPIENTE PLASTICO TODOUSOS;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1936;RECOLECTOR CORTOPUNZANTES 0.5 LTS;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1231;RECOLECTOR CORTOPUNZANTES 1.0 LTS;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
